age,gender,city_tier,marital_status,dependents,education,occupation,years_experience,employer_type,job_switches,monthly_salary,monthly_expenses,disposable_income,income_volatility,savings_balance,existing_investments,bank_relationship_years,credit_score,credit_history_length_years,num_credit_cards,total_credit_limit,credit_card_outstanding,credit_utilization_ratio,existing_loans_count,existing_emi,past_defaults,late_payments_last_12m,loan_purpose,requested_loan_amount,loan_tenure_months,interest_rate_pct,emi,collateral_available,co_applicant,emi_to_income_ratio,loan_to_income_ratio,total_debt_to_income_ratio,expense_to_income_ratio,disposable_income_after_loan,savings_to_loan_ratio,debt_burden_score,delinquency_score,income_stability_score,employment_tenure_ratio,credit_maturity_score,loan_amount_to_salary_multiple,has_collateral_flag,has_co_applicant_flag,default
30,Male,Tier-3,Married,3,Master's,Self-Employed - Business,9,Self-Employed,4,39800.0,16500.0,23300.0,0.578,342900.0,64000.0,8,615,6,3,134000.0,63100.0,0.471,2,6300.0,1,0,Home,2252000.0,300,9.43,19566.0,1,0,0.65,4.715,0.697,0.415,-2566.0,0.152,0.546,2,0.426,2.25,0.503,56.6,1,0,1
36,Male,Tier-2,Single,0,Bachelor's,Salaried - Government,13,Government,3,65700.0,22100.0,43600.0,0.02,812600.0,411600.0,15,713,14,4,319000.0,119800.0,0.376,0,0.0,2,1,Home,2061000.0,240,8.26,17574.0,1,0,0.267,2.614,0.322,0.336,26026.0,0.394,0.246,5,0.863,4.33,0.7,31.4,1,0,0
33,Female,Tier-2,Married,4,Master's,Gig/Freelance,10,SME,2,34300.0,20400.0,13900.0,0.573,243700.0,76900.0,13,592,11,2,137000.0,55000.0,0.401,0,0.0,1,2,Business Expansion,348000.0,60,14.1,8115.0,0,1,0.237,0.845,0.285,0.595,5785.0,0.7,0.239,4,0.479,5.0,0.642,10.1,0,1,0
39,Female,Tier-1,Widowed,0,Diploma,Self-Employed - Business,15,Self-Employed,3,43000.0,14900.0,28100.0,0.494,565700.0,178100.0,21,571,21,4,240000.0,105200.0,0.438,2,6900.0,0,1,Home,1272000.0,240,10.1,12359.0,1,0,0.448,2.465,0.521,0.347,8841.0,0.445,0.435,1,0.641,5.0,0.798,29.6,1,0,0
28,Female,Tier-2,Married,0,High School,Gig/Freelance,8,SME,2,13400.0,3900.0,9500.0,0.637,87500.0,36300.0,7,535,6,2,120000.0,64700.0,0.539,0,0.0,2,2,Personal,61000.0,36,15.49,2129.0,1,1,0.159,0.379,0.304,0.291,7371.0,1.434,0.241,6,0.37,4.0,0.503,4.6,1,1,1
28,Female,Tier-3,Married,1,Bachelor's,Gig/Freelance,9,Not Applicable,3,12000.0,4100.0,7900.0,0.592,87700.0,16000.0,6,762,5,4,149000.0,72500.0,0.487,2,700.0,1,0,Personal,35000.0,24,12.96,1663.0,1,0,0.197,0.243,0.378,0.342,5537.0,2.506,0.325,2,0.402,3.0,0.463,2.9,1,0,0
34,Male,Tier-3,Divorced,0,Bachelor's,Salaried - Private,16,Startup,4,28600.0,5700.0,22900.0,0.139,634200.0,230100.0,14,635,14,4,180000.0,71700.0,0.398,1,1800.0,0,1,Personal,140000.0,12,14.66,12614.0,0,0,0.504,0.408,0.579,0.199,8486.0,4.53,0.411,1,0.822,4.0,0.7,4.9,0,0,0
41,Male,Tier-2,Married,1,Bachelor's,Salaried - Private,18,MNC,3,39900.0,13900.0,26000.0,0.083,795900.0,72000.0,21,715,19,3,252000.0,74500.0,0.296,0,0.0,0,0,Home,1873000.0,180,7.71,17587.0,1,0,0.441,3.912,0.497,0.348,8413.0,0.425,0.309,0,0.925,6.0,0.774,46.9,1,0,0
34,Male,Tier-1,Divorced,1,Bachelor's,Salaried - Private,12,Startup,1,33800.0,11200.0,22600.0,0.149,373300.0,213800.0,12,751,10,2,157000.0,68700.0,0.438,0,0.0,0,0,Business Expansion,473000.0,60,12.12,10550.0,1,0,0.312,1.166,0.373,0.331,12050.0,0.789,0.287,0,0.751,12.0,0.619,14.0,1,0,0
29,Male,Tier-3,Married,2,Master's,Salaried - Private,6,SME,2,53100.0,27400.0,25700.0,0.122,306900.0,47500.0,8,607,8,2,113000.0,45300.0,0.401,0,0.0,0,2,Gold/Consumer Durable,83000.0,12,15.87,7526.0,1,1,0.142,0.13,0.167,0.516,18174.0,3.698,0.191,2,0.662,3.0,0.568,1.6,1,1,0
35,Female,Tier-1,Divorced,1,PhD/Professional,Salaried - PSU,15,MNC,6,66300.0,24100.0,42200.0,0.17,835300.0,160900.0,12,615,12,2,50000.0,18000.0,0.36,4,17700.0,1,1,Home,2546000.0,240,9.25,23318.0,1,0,0.619,3.2,0.627,0.363,1182.0,0.328,0.578,3,0.776,2.5,0.663,38.4,1,0,0
63,Male,Tier-2,Married,0,Bachelor's,Salaried - Private,40,Large Domestic Co.,11,46300.0,15000.0,31300.0,0.033,1607100.0,168400.0,42,740,41,3,243000.0,60300.0,0.248,2,9200.0,0,1,Business Expansion,345000.0,60,12.97,7845.0,0,1,0.368,0.621,0.407,0.324,14255.0,4.658,0.338,1,0.98,3.64,0.966,7.5,0,1,0
37,Male,Tier-1,Married,0,Master's,Salaried - PSU,18,SME,4,48700.0,18900.0,29800.0,0.159,427200.0,110900.0,16,598,15,5,235000.0,84600.0,0.36,2,9200.0,0,0,Business Expansion,422000.0,24,14.08,20277.0,1,0,0.605,0.722,0.657,0.388,323.0,1.012,0.49,0,0.85,4.5,0.716,8.7,1,0,0
51,Male,Tier-1,Married,0,Bachelor's,Salaried - Private,27,MNC,5,63200.0,21100.0,42100.0,0.215,848300.0,233500.0,27,698,26,4,239000.0,88300.0,0.369,1,6300.0,0,1,Business Expansion,478000.0,36,13.84,16300.0,0,0,0.358,0.63,0.4,0.334,19500.0,1.775,0.33,1,0.871,5.4,0.851,7.6,0,0,0
33,Female,Tier-3,Married,0,Bachelor's,Salaried - Private,13,MNC,2,27400.0,12900.0,14500.0,0.219,354700.0,132500.0,15,617,13,3,246000.0,138000.0,0.561,4,5300.0,1,2,Vehicle,355000.0,84,10.45,5976.0,1,0,0.412,1.08,0.563,0.471,3224.0,0.999,0.534,4,0.744,6.5,0.682,13.0,1,0,0
27,Female,Tier-3,Married,0,Bachelor's,Salaried - Government,4,Government,1,20700.0,8900.0,11800.0,0.181,80900.0,13500.0,7,526,6,3,201000.0,69000.0,0.343,2,3500.0,0,3,Home,873000.0,240,10.76,8869.0,1,1,0.598,3.514,0.698,0.43,-569.0,0.093,0.482,3,0.594,4.0,0.503,42.2,1,1,0
31,Male,Tier-1,Married,2,PhD/Professional,Salaried - Private,7,MNC,2,74300.0,41100.0,33200.0,0.224,373700.0,219400.0,13,716,11,6,281000.0,136200.0,0.485,0,0.0,0,1,Business Expansion,511000.0,36,12.83,17176.0,0,0,0.231,0.573,0.286,0.553,16024.0,0.731,0.261,1,0.651,3.5,0.642,6.9,0,0,0
40,Male,Tier-3,Widowed,1,Bachelor's,Gig/Freelance,22,SME,8,29800.0,17800.0,12000.0,0.605,200800.0,104000.0,18,597,16,2,141000.0,68700.0,0.487,1,1900.0,1,1,Business Expansion,389000.0,84,14.47,7391.0,0,0,0.312,1.088,0.381,0.597,2709.0,0.516,0.342,3,0.622,2.75,0.732,13.1,0,0,0
22,Female,Tier-3,Single,0,Bachelor's,Self-Employed - Business,4,Self-Employed,0,33100.0,15400.0,17700.0,0.462,42300.0,24700.0,3,596,1,1,29000.0,12300.0,0.424,0,0.0,0,0,Home,839000.0,240,10.34,8286.0,1,1,0.25,2.112,0.261,0.465,9414.0,0.05,0.252,0,0.395,4.0,0.179,25.3,1,1,0
24,Male,Tier-2,Single,0,Bachelor's,Salaried - Private,4,MNC,2,24500.0,10000.0,14500.0,0.173,30300.0,11800.0,2,706,1,3,238000.0,66800.0,0.281,2,2000.0,1,1,Home,1203000.0,300,9.15,10219.0,1,0,0.499,4.092,0.581,0.408,2281.0,0.025,0.414,3,0.561,2.0,0.179,49.1,1,0,0
43,Male,Tier-1,Married,1,Master's,Salaried - Private,24,MNC,8,51300.0,20100.0,31200.0,0.135,773200.0,28300.0,21,749,21,1,51000.0,15200.0,0.298,3,14100.0,2,0,Home,2712000.0,240,8.38,23330.0,1,1,0.73,4.405,0.739,0.392,-6230.0,0.285,0.574,4,0.919,3.0,0.798,52.9,1,1,0
38,Male,Tier-2,Married,2,Bachelor's,Self-Employed - Professional,16,Self-Employed,2,64400.0,36700.0,27700.0,0.203,752700.0,228000.0,16,591,16,2,118000.0,38000.0,0.322,1,6200.0,1,1,Vehicle,588000.0,60,10.91,12758.0,1,0,0.294,0.761,0.312,0.57,8742.0,1.28,0.284,3,0.798,8.0,0.732,9.1,1,0,0
36,Male,Tier-1,Single,0,Diploma,Salaried - Government,15,Government,6,24400.0,5600.0,18800.0,0.02,435100.0,132900.0,16,689,14,4,242000.0,89700.0,0.371,2,2500.0,0,2,Home,1274000.0,240,9.56,11925.0,1,0,0.591,4.351,0.701,0.23,4375.0,0.342,0.487,2,0.896,2.5,0.7,52.2,1,0,0
36,Male,Tier-1,Married,1,Bachelor's,Salaried - Private,18,Large Domestic Co.,6,66800.0,24700.0,42100.0,0.158,673000.0,17200.0,13,595,12,4,131000.0,56300.0,0.43,2,12000.0,0,2,Home,3267000.0,120,10.32,43755.0,1,0,0.835,4.076,0.86,0.37,-13655.0,0.206,0.626,2,0.828,3.0,0.663,48.9,1,0,0
34,Male,Tier-2,Divorced,0,Diploma,Salaried - Government,14,Government,4,18400.0,5900.0,12500.0,0.109,213500.0,65600.0,9,593,7,5,359000.0,97900.0,0.273,3,4700.0,0,0,Home,900000.0,240,10.32,8877.0,1,0,0.738,4.076,0.898,0.321,-1077.0,0.237,0.571,0,0.777,3.5,0.537,48.9,1,0,0
59,Male,Tier-3,Married,2,Diploma,Salaried - Government,39,Government,12,34100.0,14100.0,20000.0,0.056,843200.0,333900.0,41,527,41,3,71000.0,39300.0,0.554,2,4300.0,0,0,Home,1577000.0,120,10.19,21006.0,1,1,0.742,3.854,0.777,0.413,-5306.0,0.535,0.617,0,0.966,3.25,0.966,46.2,1,1,0
41,Male,Tier-3,Married,3,High School,Self-Employed - Business,18,Self-Employed,4,20900.0,8100.0,12800.0,0.454,137800.0,42600.0,17,530,17,1,34000.0,14600.0,0.429,2,3500.0,0,1,Personal,107000.0,60,15.46,2571.0,1,0,0.29,0.427,0.311,0.388,6729.0,1.288,0.354,1,0.68,4.5,0.747,5.1,1,0,0
36,Male,Tier-2,Married,0,Bachelor's,Salaried - Private,17,Startup,5,42900.0,21400.0,21500.0,0.142,428900.0,144500.0,12,516,12,2,37000.0,15700.0,0.424,0,0.0,0,2,Vehicle,464000.0,84,11.86,8156.0,1,0,0.19,0.901,0.201,0.499,13344.0,0.924,0.222,2,0.817,3.4,0.663,10.8,1,0,0
35,Male,Tier-2,Single,0,Master's,Salaried - Private,15,Large Domestic Co.,5,59200.0,14800.0,44400.0,0.115,514600.0,139400.0,14,657,14,3,248000.0,126600.0,0.51,0,0.0,0,0,Education,510000.0,60,11.45,11203.0,1,1,0.189,0.718,0.253,0.25,33197.0,1.009,0.248,0,0.824,3.0,0.7,8.6,1,1,0
34,Female,Tier-3,Married,3,Bachelor's,Salaried - Private,12,SME,1,31200.0,16600.0,14600.0,0.02,223600.0,82900.0,10,725,10,0,0.0,0.0,0.0,2,5300.0,0,2,Personal,128000.0,24,13.24,6100.0,1,0,0.365,0.342,0.365,0.532,3200.0,1.747,0.262,2,0.813,12.0,0.619,4.1,1,0,0
49,Male,Tier-1,Married,4,Bachelor's,Salaried - Private,25,MNC,4,71300.0,50500.0,20800.0,0.103,381700.0,166700.0,29,591,28,1,77000.0,37200.0,0.483,1,4500.0,2,0,Education,716000.0,84,12.46,12816.0,0,1,0.243,0.837,0.259,0.708,3484.0,0.533,0.306,4,0.938,6.25,0.87,10.0,0,1,0
42,Female,Tier-3,Married,1,Bachelor's,Salaried - Private,21,MNC,6,29000.0,14200.0,14800.0,0.159,386100.0,189400.0,19,545,18,3,145000.0,62100.0,0.428,2,3500.0,0,1,Vehicle,314000.0,36,11.45,10347.0,1,0,0.477,0.902,0.542,0.49,953.0,1.23,0.447,1,0.897,3.5,0.761,10.8,1,0,0
27,Male,Tier-1,Single,0,PhD/Professional,Self-Employed - Business,3,Self-Employed,2,104400.0,40700.0,63700.0,0.534,67600.0,35500.0,5,567,3,1,33000.0,14900.0,0.452,0,0.0,1,2,Home,3335000.0,300,10.09,30517.0,1,0,0.292,2.662,0.297,0.39,33183.0,0.02,0.282,4,0.355,1.5,0.358,31.9,1,0,1
33,Male,Tier-1,Married,2,Master's,Salaried - Government,11,Government,3,79700.0,33800.0,45900.0,0.09,900300.0,25700.0,12,697,10,4,145000.0,46900.0,0.323,2,8000.0,1,0,Vehicle,981000.0,84,10.07,16321.0,1,0,0.305,1.026,0.323,0.424,21579.0,0.918,0.329,2,0.774,3.67,0.619,12.3,1,0,0
44,Male,Tier-1,Married,4,Diploma,Salaried - Private,23,SME,7,33500.0,22700.0,10800.0,0.088,288700.0,11600.0,21,639,21,2,60000.0,31300.0,0.522,2,6500.0,2,3,Education,150000.0,84,11.9,2640.0,0,1,0.273,0.373,0.301,0.678,1660.0,1.925,0.373,7,0.947,3.29,0.798,4.5,0,1,0
35,Male,Tier-1,Married,2,Bachelor's,Salaried - Government,14,Government,6,50100.0,18000.0,32100.0,0.166,593300.0,332000.0,17,587,16,3,168000.0,98800.0,0.588,0,0.0,2,1,Home,2447000.0,120,9.38,31503.0,1,0,0.629,4.07,0.688,0.359,597.0,0.242,0.491,5,0.803,2.33,0.732,48.8,1,0,0
34,Male,Tier-3,Divorced,1,Bachelor's,Self-Employed - Business,10,Self-Employed,4,42500.0,16900.0,25600.0,0.511,289400.0,125000.0,15,676,15,0,0.0,0.0,0.0,1,3800.0,1,1,Vehicle,366000.0,48,10.78,9420.0,1,0,0.311,0.718,0.311,0.398,12380.0,0.791,0.196,3,0.531,2.5,0.716,8.6,1,0,0
58,Male,Tier-1,Married,2,Diploma,Gig/Freelance,39,Startup,9,27800.0,13100.0,14700.0,0.64,306000.0,53700.0,35,581,35,1,27000.0,14700.0,0.544,2,3200.0,3,1,Education,196000.0,36,12.09,6518.0,0,1,0.35,0.588,0.365,0.471,4982.0,1.561,0.418,7,0.616,4.33,0.926,7.1,0,1,0
29,Male,Tier-1,Married,4,Master's,Unemployed/Student,0,Not Employed,0,8000.0,3500.0,4500.0,0.678,0.0,0.0,5,506,4,1,24000.0,12800.0,0.533,0,0.0,1,5,Home,224000.0,240,11.08,2324.0,1,0,0.29,2.333,0.338,0.438,2176.0,0.0,0.305,7,0.231,0.0,0.416,28.0,1,0,1
36,Male,Tier-1,Single,0,Master's,Salaried - Private,17,Startup,3,63900.0,21400.0,42500.0,0.056,721300.0,257400.0,17,608,16,1,73000.0,28300.0,0.388,0,0.0,2,0,Personal,302000.0,60,15.04,7191.0,0,0,0.113,0.394,0.126,0.335,35309.0,2.388,0.173,4,0.906,5.67,0.732,4.7,0,0,0
34,Male,Tier-1,Single,0,Bachelor's,Salaried - Private,13,MNC,4,45700.0,12400.0,33300.0,0.157,644500.0,312600.0,15,754,14,5,196000.0,86800.0,0.443,1,4400.0,0,1,Vehicle,376000.0,36,9.77,12092.0,1,0,0.361,0.686,0.418,0.271,16808.0,1.714,0.353,1,0.781,3.25,0.7,8.2,1,0,0
45,Male,Tier-1,Single,1,High School,Unemployed/Student,0,Not Employed,0,8000.0,2600.0,5400.0,0.805,0.0,0.0,24,403,22,0,0.0,0.0,0.0,0,0.0,1,2,Gold/Consumer Durable,20000.0,18,17.22,1269.0,0,0,0.159,0.208,0.159,0.325,4131.0,0.0,0.08,4,0.267,0.0,0.81,2.5,0,0,0
43,Female,Tier-1,Married,1,Bachelor's,Salaried - Private,19,Large Domestic Co.,4,47700.0,17900.0,29800.0,0.146,740000.0,162300.0,22,661,20,1,85000.0,32000.0,0.376,1,4700.0,0,1,Home,1679000.0,180,9.5,17533.0,1,0,0.466,2.933,0.486,0.375,7567.0,0.441,0.386,1,0.9,4.75,0.786,35.2,1,0,0
24,Female,Tier-2,Married,1,Bachelor's,Salaried - Private,1,MNC,0,47000.0,13600.0,33400.0,0.102,45700.0,27300.0,0,632,0,1,66000.0,20600.0,0.312,0,0.0,0,3,Home,1507000.0,180,9.44,15682.0,1,1,0.334,2.672,0.347,0.289,17718.0,0.03,0.261,3,0.551,1.0,0.0,32.1,1,1,0
28,Male,Tier-2,Married,2,High School,Salaried - Government,10,Government,1,21400.0,9200.0,12200.0,0.025,167900.0,63300.0,6,649,5,2,64000.0,18800.0,0.294,2,3200.0,0,0,Personal,68000.0,24,13.53,3250.0,1,1,0.301,0.265,0.328,0.43,5750.0,2.469,0.319,0,0.755,10.0,0.463,3.2,1,1,0
38,Male,Tier-3,Married,0,Master's,Gig/Freelance,18,SME,7,29700.0,9700.0,20000.0,0.659,572300.0,237400.0,17,594,17,1,35000.0,21900.0,0.626,1,2800.0,1,1,Personal,81000.0,12,14.72,7300.0,1,0,0.34,0.227,0.362,0.327,9900.0,7.065,0.398,3,0.557,2.57,0.747,2.7,1,0,0
32,Female,Tier-3,Single,0,PhD/Professional,Gig/Freelance,7,Startup,3,51800.0,20200.0,31600.0,0.563,122700.0,47200.0,11,501,9,1,59000.0,33500.0,0.568,1,4600.0,0,2,Gold/Consumer Durable,109000.0,24,16.77,5377.0,0,0,0.193,0.175,0.212,0.39,21623.0,1.126,0.307,2,0.432,2.33,0.595,2.1,0,0,0
33,Female,Tier-3,Single,0,Bachelor's,Self-Employed - Business,13,Self-Employed,3,29300.0,13400.0,15900.0,0.577,187900.0,51800.0,14,691,13,2,89000.0,33400.0,0.375,0,0.0,0,1,Home,1486000.0,300,8.97,12440.0,1,0,0.425,4.226,0.459,0.457,3460.0,0.126,0.325,1,0.521,4.33,0.682,50.7,1,0,0
27,Female,Tier-2,Married,1,Master's,Salaried - PSU,7,Large Domestic Co.,1,39100.0,15900.0,23200.0,0.029,183800.0,97700.0,6,667,4,2,69000.0,28500.0,0.413,2,2500.0,0,0,Business Expansion,412000.0,60,13.98,9582.0,1,0,0.309,0.878,0.331,0.407,11118.0,0.446,0.358,0,0.715,7.0,0.416,10.5,1,0,0
28,Female,Tier-2,Single,0,Bachelor's,Salaried - Private,8,SME,2,38200.0,10400.0,27800.0,0.127,192400.0,47400.0,6,661,6,4,305000.0,105400.0,0.346,0,0.0,2,1,Gold/Consumer Durable,97000.0,24,15.22,4713.0,1,0,0.123,0.212,0.206,0.272,23087.0,1.984,0.165,5,0.669,4.0,0.503,2.5,1,0,0
23,Female,Tier-2,Single,0,Bachelor's,Salaried - Government,0,Government,0,23500.0,9500.0,14000.0,0.041,0.0,0.0,2,604,1,1,80000.0,30600.0,0.382,0,0.0,1,1,Vehicle,277000.0,84,10.73,4704.0,1,0,0.2,0.982,0.239,0.404,9296.0,0.0,0.215,3,0.59,0.0,0.179,11.8,1,0,0
29,Female,Tier-3,Single,1,Bachelor's,Self-Employed - Business,8,Self-Employed,1,34900.0,12700.0,22200.0,0.553,108000.0,3200.0,7,623,7,2,75000.0,46400.0,0.619,1,3300.0,0,1,Vehicle,395000.0,60,11.09,8606.0,1,1,0.341,0.943,0.381,0.364,10294.0,0.273,0.396,1,0.421,8.0,0.537,11.3,1,1,0
36,Female,Tier-3,Widowed,0,Master's,Salaried - Government,18,Government,6,18800.0,8000.0,10800.0,0.02,324800.0,131200.0,13,580,13,3,214000.0,109400.0,0.511,0,0.0,0,1,Personal,106000.0,24,15.31,5155.0,1,1,0.274,0.47,0.449,0.426,5645.0,3.064,0.29,1,0.91,3.0,0.682,5.6,1,1,0
28,Male,Tier-2,Divorced,0,Diploma,Salaried - Private,5,SME,2,27900.0,12500.0,15400.0,0.078,65800.0,20600.0,6,596,4,2,52000.0,25300.0,0.487,3,6500.0,1,1,Vehicle,177000.0,36,10.48,5751.0,1,0,0.439,0.529,0.466,0.448,3149.0,0.372,0.486,3,0.661,2.5,0.416,6.3,1,0,0
39,Female,Tier-3,Married,0,Bachelor's,Self-Employed - Business,21,Self-Employed,6,24400.0,9800.0,14600.0,0.479,221200.0,33200.0,19,595,18,5,267000.0,137700.0,0.516,3,5800.0,2,3,Personal,92000.0,60,15.03,2190.0,0,0,0.327,0.314,0.497,0.402,6610.0,2.404,0.438,7,0.705,3.5,0.761,3.8,0,0,0
46,Male,Tier-1,Married,1,Master's,Unemployed/Student,0,Not Employed,0,8000.0,4100.0,3900.0,0.817,0.0,0.0,25,512,24,2,64000.0,41500.0,0.648,0,0.0,0,1,Vehicle,49000.0,36,11.65,1619.0,1,0,0.202,0.51,0.358,0.512,2281.0,0.0,0.295,1,0.26,0.0,0.831,6.1,1,0,0
39,Male,Tier-2,Married,2,Bachelor's,Self-Employed - Business,19,Self-Employed,6,52000.0,17500.0,34500.0,0.458,907500.0,445000.0,17,604,15,4,126000.0,53900.0,0.428,0,0.0,1,0,Personal,172000.0,24,14.61,8308.0,1,0,0.16,0.276,0.191,0.337,26192.0,5.276,0.208,2,0.69,3.17,0.716,3.3,1,0,0
29,Male,Tier-3,Married,0,Bachelor's,Salaried - Private,8,MNC,2,27300.0,5600.0,21700.0,0.172,139200.0,35500.0,4,634,2,3,210000.0,102200.0,0.487,0,0.0,0,0,Home,804000.0,180,9.93,8605.0,1,0,0.315,2.454,0.428,0.205,13095.0,0.173,0.304,0,0.627,4.0,0.284,29.5,1,0,1
33,Female,Tier-1,Single,0,Bachelor's,Salaried - Private,10,SME,1,51000.0,19800.0,31200.0,0.207,584600.0,314400.0,13,651,11,5,423000.0,244800.0,0.579,2,3200.0,0,2,Vehicle,423000.0,84,9.82,6983.0,1,0,0.2,0.691,0.344,0.388,21017.0,1.382,0.354,2,0.698,10.0,0.642,8.3,1,0,0
53,Male,Tier-2,Single,0,Bachelor's,Salaried - Private,30,Startup,6,57800.0,15000.0,42800.0,0.172,2374800.0,834900.0,32,660,32,3,123000.0,45800.0,0.372,3,7500.0,1,0,Home,3053000.0,120,10.11,40532.0,1,1,0.831,4.402,0.855,0.26,-5232.0,0.778,0.647,2,0.897,5.0,0.903,52.8,1,1,0
35,Female,Tier-2,Married,1,PhD/Professional,Self-Employed - Professional,15,Self-Employed,5,64600.0,17400.0,47200.0,0.383,177000.0,91700.0,16,664,14,2,49000.0,14400.0,0.294,1,6100.0,1,3,Home,2971000.0,300,9.44,25834.0,1,1,0.494,3.833,0.501,0.269,15266.0,0.06,0.375,5,0.678,3.0,0.7,46.0,1,1,0
32,Male,Tier-3,Married,2,Bachelor's,Salaried - Government,11,Government,1,17700.0,9100.0,8600.0,0.02,133200.0,37200.0,13,714,11,2,186000.0,71900.0,0.387,0,0.0,2,1,Gold/Consumer Durable,34000.0,24,13.88,1631.0,1,1,0.092,0.16,0.214,0.514,6969.0,3.918,0.162,5,0.823,11.0,0.642,1.9,1,1,0
44,Female,Tier-2,Married,1,PhD/Professional,Self-Employed - Professional,24,Self-Employed,7,115900.0,67900.0,48000.0,0.307,1613200.0,638600.0,22,725,22,3,163000.0,51900.0,0.318,3,25100.0,0,0,Personal,594000.0,24,13.69,28433.0,1,0,0.462,0.427,0.475,0.586,-5533.0,2.716,0.446,0,0.816,3.43,0.81,5.1,1,0,0
31,Female,Tier-1,Married,5,Diploma,Unemployed/Student,0,Not Employed,0,8000.0,4500.0,3500.0,0.876,0.0,0.0,9,461,8,1,53000.0,33500.0,0.632,0,0.0,1,2,Home,320000.0,300,11.46,3243.0,1,0,0.405,3.333,0.531,0.562,257.0,0.0,0.392,4,0.142,0.0,0.568,40.0,1,0,1
43,Male,Tier-1,Married,2,Diploma,Salaried - Private,19,Startup,7,42000.0,16900.0,25100.0,0.185,396800.0,29700.0,22,666,21,2,92000.0,39600.0,0.43,2,4000.0,1,0,Personal,130000.0,12,13.57,11646.0,0,1,0.373,0.258,0.401,0.402,9454.0,3.052,0.396,2,0.876,2.71,0.798,3.1,0,1,0
38,Male,Tier-3,Married,0,Diploma,Self-Employed - Professional,20,Self-Employed,5,39200.0,14200.0,25000.0,0.31,905000.0,129600.0,16,590,15,2,50000.0,18300.0,0.366,3,7800.0,2,1,Vehicle,439000.0,60,10.96,9536.0,1,0,0.442,0.933,0.456,0.362,7664.0,2.062,0.451,5,0.784,4.0,0.716,11.2,1,0,0
46,Male,Tier-2,Single,0,Diploma,Self-Employed - Professional,22,Self-Employed,7,40400.0,16300.0,24100.0,0.325,755500.0,12200.0,22,543,22,0,0.0,0.0,0.0,0,0.0,1,2,Home,1834000.0,180,9.88,19574.0,1,0,0.485,3.783,0.485,0.403,4526.0,0.412,0.242,4,0.805,3.14,0.81,45.4,1,0,0
34,Male,Tier-1,Single,0,Bachelor's,Salaried - Private,14,SME,5,64300.0,25900.0,38400.0,0.13,855300.0,89000.0,10,593,10,2,100000.0,37000.0,0.37,1,2800.0,0,0,Personal,311000.0,60,14.49,7316.0,1,0,0.157,0.403,0.175,0.403,28284.0,2.75,0.23,0,0.772,2.8,0.619,4.8,1,0,0
43,Male,Tier-1,Single,1,Bachelor's,Salaried - Private,19,MNC,4,51400.0,23600.0,27800.0,0.128,814000.0,23600.0,21,646,19,4,270000.0,89000.0,0.33,0,0.0,2,0,Home,1688000.0,180,9.54,17667.0,1,0,0.344,2.737,0.396,0.459,10133.0,0.482,0.271,4,0.911,4.75,0.774,32.8,1,0,0
29,Male,Tier-3,Single,1,Master's,Salaried - Government,10,Government,2,20100.0,9300.0,10800.0,0.059,185900.0,94200.0,5,645,5,0,0.0,0.0,0.0,1,1300.0,1,0,Personal,96000.0,12,13.52,8598.0,0,0,0.492,0.398,0.492,0.463,902.0,1.936,0.286,2,0.727,5.0,0.463,4.8,0,0,0
64,Male,Tier-3,Married,0,Diploma,Self-Employed - Professional,40,Self-Employed,12,37700.0,13500.0,24200.0,0.322,466900.0,185100.0,42,615,42,2,92000.0,36500.0,0.397,1,1800.0,0,3,Vehicle,218000.0,36,10.1,7044.0,1,1,0.235,0.482,0.264,0.358,15356.0,2.142,0.277,3,0.807,3.33,0.972,5.8,1,1,0
57,Male,Tier-3,Divorced,2,Bachelor's,Salaried - PSU,38,SME,9,36200.0,14700.0,21500.0,0.062,1374700.0,197200.0,35,613,33,2,49000.0,22900.0,0.467,1,3600.0,0,0,Education,261000.0,84,11.72,4568.0,0,1,0.226,0.601,0.245,0.406,13332.0,5.267,0.293,0,0.963,4.22,0.911,7.2,0,1,0
52,Female,Tier-2,Widowed,1,Diploma,Salaried - Private,32,MNC,10,38800.0,17300.0,21500.0,0.222,401500.0,180600.0,31,630,29,0,0.0,0.0,0.0,1,3600.0,0,0,Home,1853000.0,240,9.7,17515.0,1,0,0.544,3.98,0.544,0.446,385.0,0.217,0.312,0,0.867,3.2,0.879,47.8,1,0,0
24,Female,Tier-1,Single,1,Master's,Salaried - Government,4,Government,2,55900.0,30900.0,25000.0,0.02,111100.0,34600.0,3,704,1,2,135000.0,56700.0,0.42,1,2700.0,0,0,Gold/Consumer Durable,163000.0,6,14.69,28342.0,1,1,0.555,0.243,0.586,0.553,-6042.0,0.682,0.444,0,0.66,2.0,0.179,2.9,1,1,0
35,Female,Tier-2,Married,4,Master's,Salaried - PSU,13,Large Domestic Co.,2,44800.0,25500.0,19300.0,0.104,322700.0,172600.0,13,655,12,5,359000.0,147900.0,0.412,0,0.0,0,2,Business Expansion,317000.0,84,13.41,5838.0,1,0,0.13,0.59,0.229,0.569,13462.0,1.018,0.189,2,0.798,6.5,0.663,7.1,1,0,0
